0.00829404	0.0437548
0.111035	0.0700248
0.21642	0.0072288
0.159465	0.0860342
0.271174	0.110866
0.232245	0.172926
0.33131	0.202616
0.178635	0.129289
0.0683481	0.151103
0.0998558	0.277476
0.0289497	0.229666
0.137461	0.327081
0.308875	0.293204
0.444436	0.265435
0.37547	0.240414
0.427564	0.213996
0.358476	0.187079
0.411788	0.0241144
0.5401	0.0603512
0.476439	0.101101
0.50651	0.159233
0.519157	0.303807
0.579778	0.318969
0.613738	0.246744
0.647785	0.137329
0.594435	0.0344013
0.728246	0.0943879
0.711307	0.0147663
0.877964	0.111051
0.803149	0.0522495
0.91471	0.0758993
0.894513	0.221979
0.94179	0.145275
0.857617	0.196908
0.762373	0.179213
0.775585	0.311571
0.675564	0.25677
0.841394	0.285062
0.998414	0.251849
0.960607	0.335819
0.9825	0.367485
0.971268	0.512697
0.92818	0.453157
0.949896	0.642142
0.869725	0.617862
0.814074	0.564598
0.791615	0.478359
0.824901	0.427903
0.692742	0.392196
0.747418	0.42047
0.702977	0.54757
0.737474	0.593005
0.561528	0.659025
0.624804	0.601198
0.486499	0.636183
0.463563	0.584635
0.384602	0.648396
0.437207	0.495447
0.348835	0.531389
0.496639	0.505779
0.570524	0.539111
0.633507	0.362369
0.658414	0.444404
0.551367	0.373209
0.395094	0.354006
0.242921	0.341532
0.28031	0.40019
0.321197	0.468191
0.297966	0.485696
0.256034	0.557865
0.204269	0.625731
0.122829	0.610089
0.148072	0.519012
0.189613	0.413565
0.0564848	0.435777
0.0398305	0.380775
0.0886926	0.45847
0.0769201	0.574555
0.0488975	0.764664
0.0152631	0.683097
0.166028	0.744619
0.195505	0.716049
0.288697	0.669018
0.250192	0.82052
0.222798	0.835065
0.130573	0.852656
0.0230193	0.867553
0.105224	0.915344
0.0819076	0.973984
0.208886	0.994107
0.264158	0.957652
0.419583	0.933672
0.333601	0.944713
0.367239	0.809481
0.339041	0.790019
0.40415	0.728974
0.455637	0.777641
0.527398	0.703656
0.533951	0.873879
0.470778	0.897343
0.641191	0.906974
0.588485	0.888895
0.666134	0.801201
0.605259	0.693063
0.68517	0.755483
0.777777	0.73682
0.832617	0.71012
0.851166	0.77473
0.90399	0.674702
0.921779	0.827609
0.990122	0.79557
0.886035	0.880285
0.754704	0.843204
0.721903	0.925964
0.670495	0.984099
0.807916	0.9652
0.955685	0.949975
